"","names","links","lastyear","actual_link"
"3320","Bob Riley","/players/r/rileybo01.html",1971,"https://basketball-reference.com/players/r/rileybo01.html"
"3321","Eric Riley","/players/r/rileyer01.html",1999,"https://basketball-reference.com/players/r/rileyer01.html"
"3322","Pat Riley","/players/r/rileypa01.html",1976,"https://basketball-reference.com/players/r/rileypa01.html"
"3323","Ron Riley","/players/r/rileyro01.html",1976,"https://basketball-reference.com/players/r/rileyro01.html"
"3324","Rich Rinaldi","/players/r/rinalri01.html",1974,"https://basketball-reference.com/players/r/rinalri01.html"
"3325","Mike Riordan","/players/r/riordmi01.html",1977,"https://basketball-reference.com/players/r/riordmi01.html"
"3326","Arnie Risen","/players/r/risenar01.html",1958,"https://basketball-reference.com/players/r/risenar01.html"
"3327","Ramon Rivas","/players/r/rivasra01.html",1989,"https://basketball-reference.com/players/r/rivasra01.html"
"3328","Austin Rivers","/players/r/riverau01.html",2020,"https://basketball-reference.com/players/r/riverau01.html"
"3329","David Rivers","/players/r/riverda01.html",1992,"https://basketball-reference.com/players/r/riverda01.html"
"3330","Doc Rivers","/players/r/riverdo01.html",1996,"https://basketball-reference.com/players/r/riverdo01.html"
"3331","Red Robbins","/players/r/robbire01.html",1975,"https://basketball-reference.com/players/r/robbire01.html"
"3332","Andre Roberson","/players/r/roberan03.html",2018,"https://basketball-reference.com/players/r/roberan03.html"
"3333","Anthony Roberson","/players/r/roberan02.html",2009,"https://basketball-reference.com/players/r/roberan02.html"
"3334","Rick Roberson","/players/r/roberri01.html",1976,"https://basketball-reference.com/players/r/roberri01.html"
"3335","Terrance Roberson","/players/r/roberte01.html",2001,"https://basketball-reference.com/players/r/roberte01.html"
"3336","Anthony Roberts","/players/r/roberan01.html",1984,"https://basketball-reference.com/players/r/roberan01.html"
"3337","Brian Roberts","/players/r/roberbr01.html",2017,"https://basketball-reference.com/players/r/roberbr01.html"
"3338","Fred Roberts","/players/r/roberfr01.html",1997,"https://basketball-reference.com/players/r/roberfr01.html"
"3339","Joe Roberts","/players/r/roberjo01.html",1968,"https://basketball-reference.com/players/r/roberjo01.html"
"3340","Lawrence Roberts","/players/r/roberla01.html",2007,"https://basketball-reference.com/players/r/roberla01.html"
"3341","Marv Roberts","/players/r/roberma01.html",1977,"https://basketball-reference.com/players/r/roberma01.html"
"3342","Stanley Roberts","/players/r/roberst01.html",2000,"https://basketball-reference.com/players/r/roberst01.html"
"3343","Alvin Robertson","/players/r/roberal01.html",1996,"https://basketball-reference.com/players/r/roberal01.html"
"3344","Oscar Robertson","/players/r/roberos01.html",1974,"https://basketball-reference.com/players/r/roberos01.html"
"3345","Ryan Robertson","/players/r/roberry01.html",2000,"https://basketball-reference.com/players/r/roberry01.html"
"3346","Tony Robertson","/players/r/roberto01.html",1979,"https://basketball-reference.com/players/r/roberto01.html"
"3347","Rick Robey","/players/r/robeyri01.html",1986,"https://basketball-reference.com/players/r/robeyri01.html"
"3348","Bernard Robinson","/players/r/robinbe01.html",2007,"https://basketball-reference.com/players/r/robinbe01.html"
"3349","Chris Robinson","/players/r/robinch01.html",1998,"https://basketball-reference.com/players/r/robinch01.html"
"3350","Cliff Robinson","/players/r/robincl01.html",1992,"https://basketball-reference.com/players/r/robincl01.html"
"3351","Clifford Robinson","/players/r/robincl02.html",2007,"https://basketball-reference.com/players/r/robincl02.html"
"3352","David Robinson","/players/r/robinda01.html",2003,"https://basketball-reference.com/players/r/robinda01.html"
"3353","Devin Robinson","/players/r/robinde01.html",2019,"https://basketball-reference.com/players/r/robinde01.html"
"3354","Duncan Robinson","/players/r/robindu01.html",2020,"https://basketball-reference.com/players/r/robindu01.html"
"3355","Eddie Robinson","/players/r/robined01.html",2004,"https://basketball-reference.com/players/r/robined01.html"
"3356","Flynn Robinson","/players/r/robinfl01.html",1974,"https://basketball-reference.com/players/r/robinfl01.html"
"3357","Glenn Robinson","/players/r/robingl01.html",2005,"https://basketball-reference.com/players/r/robingl01.html"
"3358","Glenn Robinson","/players/r/robingl02.html",2020,"https://basketball-reference.com/players/r/robingl02.html"
"3359","Jackie Robinson","/players/r/robinja01.html",1982,"https://basketball-reference.com/players/r/robinja01.html"
"3360","Jamal Robinson","/players/r/robinja03.html",2001,"https://basketball-reference.com/players/r/robinja03.html"
"3361","James Robinson","/players/r/robinja02.html",2001,"https://basketball-reference.com/players/r/robinja02.html"
"3362","Jerome Robinson","/players/r/robinje01.html",2020,"https://basketball-reference.com/players/r/robinje01.html"
"3363","Justin Robinson","/players/r/robinju01.html",2020,"https://basketball-reference.com/players/r/robinju01.html"
"3364","Larry Robinson","/players/r/robinla01.html",2002,"https://basketball-reference.com/players/r/robinla01.html"
"3365","Mitchell Robinson","/players/r/robinmi01.html",2020,"https://basketball-reference.com/players/r/robinmi01.html"
"3366","Nate Robinson","/players/r/robinna01.html",2016,"https://basketball-reference.com/players/r/robinna01.html"
"3367","Oliver Robinson","/players/r/robinol01.html",1983,"https://basketball-reference.com/players/r/robinol01.html"
"3368","Ronnie Robinson","/players/r/robinro01.html",1975,"https://basketball-reference.com/players/r/robinro01.html"
"3369","Rumeal Robinson","/players/r/robinru01.html",1997,"https://basketball-reference.com/players/r/robinru01.html"
"3370","Samuel Robinson","/players/r/robinsa01.html",1972,"https://basketball-reference.com/players/r/robinsa01.html"
"3371","Thomas Robinson","/players/r/robinth01.html",2017,"https://basketball-reference.com/players/r/robinth01.html"
"3372","Truck Robinson","/players/r/robintr01.html",1985,"https://basketball-reference.com/players/r/robintr01.html"
"3373","Wayne Robinson","/players/r/robinwa01.html",1981,"https://basketball-reference.com/players/r/robinwa01.html"
"3374","Wilbert Robinson","/players/r/robinwi01.html",1974,"https://basketball-reference.com/players/r/robinwi01.html"
"3375","Bill Robinzine","/players/r/robinbi01.html",1982,"https://basketball-reference.com/players/r/robinbi01.html"
"3376","Dave Robisch","/players/r/robisda01.html",1984,"https://basketball-reference.com/players/r/robisda01.html"
"3377","Isaiah Roby","/players/r/robyis01.html",2020,"https://basketball-reference.com/players/r/robyis01.html"
"3378","Red Rocha","/players/r/rochare01.html",1957,"https://basketball-reference.com/players/r/rochare01.html"
"3379","John Roche","/players/r/rochejo01.html",1982,"https://basketball-reference.com/players/r/rochejo01.html"
"3380","Guy Rodgers","/players/r/rodgegu01.html",1970,"https://basketball-reference.com/players/r/rodgegu01.html"
"3381","Dennis Rodman","/players/r/rodmade01.html",2000,"https://basketball-reference.com/players/r/rodmade01.html"
"3382","Sergio Rodriguez","/players/r/rodrise01.html",2017,"https://basketball-reference.com/players/r/rodrise01.html"
"3383","Lou Roe","/players/r/roelo01.html",1997,"https://basketball-reference.com/players/r/roelo01.html"
"3384","Carlos Rogers","/players/r/rogerca01.html",2002,"https://basketball-reference.com/players/r/rogerca01.html"
"3385","Harry Rogers","/players/r/rogerha01.html",1976,"https://basketball-reference.com/players/r/rogerha01.html"
"3386","Johnny Rogers","/players/r/rogerjo01.html",1988,"https://basketball-reference.com/players/r/rogerjo01.html"
"3387","Marshall Rogers","/players/r/rogerma01.html",1977,"https://basketball-reference.com/players/r/rogerma01.html"
"3388","Rodney Rogers","/players/r/rogerro01.html",2005,"https://basketball-reference.com/players/r/rogerro01.html"
"3389","Roy Rogers","/players/r/rogerro02.html",2000,"https://basketball-reference.com/players/r/rogerro02.html"
"3390","Willie Rogers","/players/r/rogerwi01.html",1969,"https://basketball-reference.com/players/r/rogerwi01.html"
"3391","Al Roges","/players/r/rogesal01.html",1955,"https://basketball-reference.com/players/r/rogesal01.html"
"3392","Ken Rohloff","/players/r/rohloke01.html",1964,"https://basketball-reference.com/players/r/rohloke01.html"
"3393","Kenny Rollins","/players/r/rollike01.html",1953,"https://basketball-reference.com/players/r/rollike01.html"
"3394","Phil Rollins","/players/r/rolliph01.html",1961,"https://basketball-reference.com/players/r/rolliph01.html"
"3395","Tree Rollins","/players/r/rollitr01.html",1995,"https://basketball-reference.com/players/r/rollitr01.html"
"3396","Lorenzo Romar","/players/r/romarlo01.html",1985,"https://basketball-reference.com/players/r/romarlo01.html"
"3397","Rajon Rondo","/players/r/rondora01.html",2020,"https://basketball-reference.com/players/r/rondora01.html"
"3398","Jerry Rook","/players/r/rookje01.html",1970,"https://basketball-reference.com/players/r/rookje01.html"
"3399","Sean Rooks","/players/r/rooksse01.html",2004,"https://basketball-reference.com/players/r/rooksse01.html"
"3400","Derrick Rose","/players/r/rosede01.html",2020,"https://basketball-reference.com/players/r/rosede01.html"
"3401","Jalen Rose","/players/r/roseja01.html",2007,"https://basketball-reference.com/players/r/roseja01.html"
"3402","Malik Rose","/players/r/rosema01.html",2009,"https://basketball-reference.com/players/r/rosema01.html"
"3403","Rob Rose","/players/r/rosero01.html",1989,"https://basketball-reference.com/players/r/rosero01.html"
"3404","Lennie Rosenbluth","/players/r/rosenle01.html",1959,"https://basketball-reference.com/players/r/rosenle01.html"
"3405","Dick Rosenthal","/players/r/rosendi01.html",1957,"https://basketball-reference.com/players/r/rosendi01.html"
"3406","Quinton Ross","/players/r/rossqu01.html",2011,"https://basketball-reference.com/players/r/rossqu01.html"
"3407","Terrence Ross","/players/r/rosste01.html",2020,"https://basketball-reference.com/players/r/rosste01.html"
"3408","Doug Roth","/players/r/rothdo01.html",1990,"https://basketball-reference.com/players/r/rothdo01.html"
"3409","Scott Roth","/players/r/rothsc01.html",1990,"https://basketball-reference.com/players/r/rothsc01.html"
"3410","Dan Roundfield","/players/r/roundda01.html",1987,"https://basketball-reference.com/players/r/roundda01.html"
"3411","Ron Rowan","/players/r/rowanro01.html",1987,"https://basketball-reference.com/players/r/rowanro01.html"
"3412","Curtis Rowe","/players/r/rowecu01.html",1979,"https://basketball-reference.com/players/r/rowecu01.html"
"3413","Jim Rowinski","/players/r/rowinji01.html",1990,"https://basketball-reference.com/players/r/rowinji01.html"
"3414","Derrick Rowland","/players/r/rowlade01.html",1986,"https://basketball-reference.com/players/r/rowlade01.html"
"3415","Brian Rowsom","/players/r/rowsobr01.html",1990,"https://basketball-reference.com/players/r/rowsobr01.html"
"3416","Brandon Roy","/players/r/roybr01.html",2013,"https://basketball-reference.com/players/r/roybr01.html"
"3417","Donald Royal","/players/r/royaldo01.html",1998,"https://basketball-reference.com/players/r/royaldo01.html"
"3418","Reggie Royals","/players/r/royalre01.html",1975,"https://basketball-reference.com/players/r/royalre01.html"
"3419","Clifford Rozier","/players/r/roziecl01.html",1998,"https://basketball-reference.com/players/r/roziecl01.html"
"3420","Terry Rozier","/players/r/roziete01.html",2020,"https://basketball-reference.com/players/r/roziete01.html"
"3421","Ricky Rubio","/players/r/rubiori01.html",2020,"https://basketball-reference.com/players/r/rubiori01.html"
"3422","Guy Rucker","/players/r/ruckegu01.html",2003,"https://basketball-reference.com/players/r/ruckegu01.html"
"3423","Delaney Rudd","/players/r/ruddde01.html",1993,"https://basketball-reference.com/players/r/ruddde01.html"
"3424","John Rudd","/players/r/ruddjo01.html",1979,"https://basketball-reference.com/players/r/ruddjo01.html"
"3425","Damjan Rudez","/players/r/rudezda01.html",2017,"https://basketball-reference.com/players/r/rudezda01.html"
"3426","John Rudometkin","/players/r/rudomjo01.html",1965,"https://basketball-reference.com/players/r/rudomjo01.html"
"3427","Michael Ruffin","/players/r/ruffimi01.html",2009,"https://basketball-reference.com/players/r/ruffimi01.html"
"3428","Trevor Ruffin","/players/r/ruffitr01.html",1996,"https://basketball-reference.com/players/r/ruffitr01.html"
"3429","Paul Ruffner","/players/r/ruffnpa01.html",1976,"https://basketball-reference.com/players/r/ruffnpa01.html"
"3430","Joe Ruklick","/players/r/ruklijo01.html",1962,"https://basketball-reference.com/players/r/ruklijo01.html"
"3431","Jeff Ruland","/players/r/rulanje01.html",1993,"https://basketball-reference.com/players/r/rulanje01.html"
"3432","Bob Rule","/players/r/rulebo01.html",1975,"https://basketball-reference.com/players/r/rulebo01.html"
"3433","Stefano Rusconi","/players/r/ruscost01.html",1996,"https://basketball-reference.com/players/r/ruscost01.html"
"3434","Brandon Rush","/players/r/rushbr01.html",2017,"https://basketball-reference.com/players/r/rushbr01.html"
"3435","Kareem Rush","/players/r/rushka01.html",2010,"https://basketball-reference.com/players/r/rushka01.html"
"3436","Bill Russell","/players/r/russebi01.html",1969,"https://basketball-reference.com/players/r/russebi01.html"
"3437","Bryon Russell","/players/r/russebr01.html",2006,"https://basketball-reference.com/players/r/russebr01.html"
"3438","Campy Russell","/players/r/russeca02.html",1985,"https://basketball-reference.com/players/r/russeca02.html"
"3439","Cazzie Russell","/players/r/russeca01.html",1978,"https://basketball-reference.com/players/r/russeca01.html"
"3440","D'Angelo Russell","/players/r/russeda01.html",2020,"https://basketball-reference.com/players/r/russeda01.html"
"3441","Frank Russell","/players/r/russefr01.html",1973,"https://basketball-reference.com/players/r/russefr01.html"
"3442","Pierre Russell","/players/r/russepi01.html",1973,"https://basketball-reference.com/players/r/russepi01.html"
"3443","Rubin Russell","/players/r/russeru01.html",1968,"https://basketball-reference.com/players/r/russeru01.html"
"3444","Walker Russell","/players/r/russewa01.html",1988,"https://basketball-reference.com/players/r/russewa01.html"
"3445","Walker Russell","/players/r/russewa02.html",2012,"https://basketball-reference.com/players/r/russewa02.html"
"3446","Arvydas Sabonis","/players/s/sabonar01.html",2003,"https://basketball-reference.com/players/s/sabonar01.html"
"3447","Domantas Sabonis","/players/s/sabondo01.html",2020,"https://basketball-reference.com/players/s/sabondo01.html"
"3448","Robert Sacre","/players/s/sacrero01.html",2016,"https://basketball-reference.com/players/s/sacrero01.html"
"3449","John Salley","/players/s/sallejo01.html",2000,"https://basketball-reference.com/players/s/sallejo01.html"
"3450","John Salmons","/players/s/salmojo01.html",2015,"https://basketball-reference.com/players/s/salmojo01.html"
"3451","Al Salvadori","/players/s/salvaal01.html",1968,"https://basketball-reference.com/players/s/salvaal01.html"
"3452","Kevin Salvadori","/players/s/salvake01.html",1998,"https://basketball-reference.com/players/s/salvake01.html"
"3453","Soumaila Samake","/players/s/samakso01.html",2003,"https://basketball-reference.com/players/s/samakso01.html"
"3454","Luka Samanic","/players/s/samanlu01.html",2020,"https://basketball-reference.com/players/s/samanlu01.html"
"3455","Cheikh Samb","/players/s/sambch01.html",2009,"https://basketball-reference.com/players/s/sambch01.html"
"3456","Brandon Sampson","/players/s/sampsbr01.html",2019,"https://basketball-reference.com/players/s/sampsbr01.html"
"3457","JaKarr Sampson","/players/s/sampsja02.html",2020,"https://basketball-reference.com/players/s/sampsja02.html"
"3458","Jamal Sampson","/players/s/sampsja01.html",2007,"https://basketball-reference.com/players/s/sampsja01.html"
"3459","Ralph Sampson","/players/s/sampsra01.html",1992,"https://basketball-reference.com/players/s/sampsra01.html"
"3460","Samardo Samuels","/players/s/samuesa01.html",2013,"https://basketball-reference.com/players/s/samuesa01.html"
"3461","Pepe Sanchez","/players/s/sanchpe01.html",2003,"https://basketball-reference.com/players/s/sanchpe01.html"
"3462","Al Sanders","/players/s/sandeal01.html",1973,"https://basketball-reference.com/players/s/sandeal01.html"
"3463","Frankie Sanders","/players/s/sandefr01.html",1981,"https://basketball-reference.com/players/s/sandefr01.html"
"3464","Jeff Sanders","/players/s/sandeje01.html",1993,"https://basketball-reference.com/players/s/sandeje01.html"
"3465","Larry Sanders","/players/s/sandela01.html",2017,"https://basketball-reference.com/players/s/sandela01.html"
"3466","Melvin Sanders","/players/s/sandeme01.html",2006,"https://basketball-reference.com/players/s/sandeme01.html"
"3467","Mike Sanders","/players/s/sandemi01.html",1993,"https://basketball-reference.com/players/s/sandemi01.html"
"3468","Tom Sanders","/players/s/sandeto01.html",1973,"https://basketball-reference.com/players/s/sandeto01.html"
"3469","Ron Sanford","/players/s/sanforo01.html",1972,"https://basketball-reference.com/players/s/sanforo01.html"
"3470","Daniel Santiago","/players/s/santida01.html",2005,"https://basketball-reference.com/players/s/santida01.html"
"3471","Bob Santini","/players/s/santibo01.html",1956,"https://basketball-reference.com/players/s/santibo01.html"
"3472","Wayne Sappleton","/players/s/sapplwa01.html",1985,"https://basketball-reference.com/players/s/sapplwa01.html"
"3473","Dario Saric","/players/s/saricda01.html",2020,"https://basketball-reference.com/players/s/saricda01.html"
"3474","Jason Sasser","/players/s/sasseja01.html",1999,"https://basketball-reference.com/players/s/sasseja01.html"
"3475","Jeryl Sasser","/players/s/sasseje01.html",2003,"https://basketball-reference.com/players/s/sasseje01.html"
"3476","Tomas Satoransky","/players/s/satorto01.html",2020,"https://basketball-reference.com/players/s/satorto01.html"
"3477","Kenny Satterfield","/players/s/satteke01.html",2003,"https://basketball-reference.com/players/s/satteke01.html"
"3478","Pep Saul","/players/s/saulpe01.html",1955,"https://basketball-reference.com/players/s/saulpe01.html"
"3479","Woody Sauldsberry","/players/s/sauldwo01.html",1966,"https://basketball-reference.com/players/s/sauldwo01.html"
"3480","Glynn Saulters","/players/s/saultgl01.html",1969,"https://basketball-reference.com/players/s/saultgl01.html"
"3481","Fred Saunders","/players/s/saundfr01.html",1978,"https://basketball-reference.com/players/s/saundfr01.html"
"3482","Don Savage","/players/s/savagdo01.html",1957,"https://basketball-reference.com/players/s/savagdo01.html"
"3483","Predrag Savovic","/players/s/savovpr01.html",2003,"https://basketball-reference.com/players/s/savovpr01.html"
"3484","Brian Scalabrine","/players/s/scalabr01.html",2012,"https://basketball-reference.com/players/s/scalabr01.html"
"3485","Alex Scales","/players/s/scaleal01.html",2006,"https://basketball-reference.com/players/s/scaleal01.html"
"3486","DeWayne Scales","/players/s/scalede01.html",1984,"https://basketball-reference.com/players/s/scalede01.html"
"3487","Frank Schade","/players/s/schadfr01.html",1973,"https://basketball-reference.com/players/s/schadfr01.html"
"3488","Billy Schaeffer","/players/s/schaebi01.html",1976,"https://basketball-reference.com/players/s/schaebi01.html"
"3489","Bob Schafer","/players/s/schafbo01.html",1957,"https://basketball-reference.com/players/s/schafbo01.html"
"3490","Fred Schaus","/players/s/schaufr01.html",1954,"https://basketball-reference.com/players/s/schaufr01.html"
"3491","Danny Schayes","/players/s/schayda01.html",1999,"https://basketball-reference.com/players/s/schayda01.html"
"3492","Dolph Schayes","/players/s/schaydo01.html",1964,"https://basketball-reference.com/players/s/schaydo01.html"
"3493","Steve Scheffler","/players/s/schefst01.html",1997,"https://basketball-reference.com/players/s/schefst01.html"
"3494","Tom Scheffler","/players/s/schefto01.html",1985,"https://basketball-reference.com/players/s/schefto01.html"
"3495","Dave Schellhase","/players/s/schelda01.html",1968,"https://basketball-reference.com/players/s/schelda01.html"
"3496","Luke Schenscher","/players/s/schenlu01.html",2007,"https://basketball-reference.com/players/s/schenlu01.html"
"3497","Herb Scherer","/players/s/scherhe01.html",1952,"https://basketball-reference.com/players/s/scherhe01.html"
"3498","Dwayne Schintzius","/players/s/schindw01.html",1999,"https://basketball-reference.com/players/s/schindw01.html"
"3499","Dale Schlueter","/players/s/schluda01.html",1978,"https://basketball-reference.com/players/s/schluda01.html"
"3500","Dick Schnittker","/players/s/schnidi01.html",1958,"https://basketball-reference.com/players/s/schnidi01.html"
"3501","Russ Schoene","/players/s/schoeru01.html",1989,"https://basketball-reference.com/players/s/schoeru01.html"
"3502","Admiral Schofield","/players/s/schofad01.html",2020,"https://basketball-reference.com/players/s/schofad01.html"
"3503","Dave Scholz","/players/s/scholda01.html",1970,"https://basketball-reference.com/players/s/scholda01.html"
"3504","Detlef Schrempf","/players/s/schrede01.html",2001,"https://basketball-reference.com/players/s/schrede01.html"
"3505","Dennis Schroder","/players/s/schrode01.html",2020,"https://basketball-reference.com/players/s/schrode01.html"
"3506","Howie Schultz","/players/s/schulho01.html",1953,"https://basketball-reference.com/players/s/schulho01.html"
"3507","Roger Schurig","/players/s/schurro01.html",1968,"https://basketball-reference.com/players/s/schurro01.html"
"3508","John Schweitz","/players/s/schwejo01.html",1987,"https://basketball-reference.com/players/s/schwejo01.html"
"3509","Luis Scola","/players/s/scolalu01.html",2017,"https://basketball-reference.com/players/s/scolalu01.html"
"3510","Fred Scolari","/players/s/scolafr01.html",1955,"https://basketball-reference.com/players/s/scolafr01.html"
"3511","Alvin Scott","/players/s/scottal01.html",1985,"https://basketball-reference.com/players/s/scottal01.html"
"3512","Brent Scott","/players/s/scottbr01.html",1997,"https://basketball-reference.com/players/s/scottbr01.html"
"3513","Byron Scott","/players/s/scottby01.html",1997,"https://basketball-reference.com/players/s/scottby01.html"
"3514","Charlie Scott","/players/s/scottch01.html",1980,"https://basketball-reference.com/players/s/scottch01.html"
"3515","Dennis Scott","/players/s/scottde01.html",2000,"https://basketball-reference.com/players/s/scottde01.html"
"3516","James Scott","/players/s/scottja01.html",1997,"https://basketball-reference.com/players/s/scottja01.html"
"3517","Mike Scott","/players/s/scottmi01.html",2020,"https://basketball-reference.com/players/s/scottmi01.html"
"3518","Ray Scott","/players/s/scottra01.html",1972,"https://basketball-reference.com/players/s/scottra01.html"
"3519","Shawnelle Scott","/players/s/scottsh01.html",2002,"https://basketball-reference.com/players/s/scottsh01.html"
"3520","Willie Scott","/players/s/scottwi01.html",1970,"https://basketball-reference.com/players/s/scottwi01.html"
"3521","Paul Scranton","/players/s/scranpa01.html",1968,"https://basketball-reference.com/players/s/scranpa01.html"
"3522","Carey Scurry","/players/s/scurrca01.html",1988,"https://basketball-reference.com/players/s/scurrca01.html"
"3523","Bruce Seals","/players/s/sealsbr01.html",1978,"https://basketball-reference.com/players/s/sealsbr01.html"
"3524","Shea Seals","/players/s/sealssh01.html",1998,"https://basketball-reference.com/players/s/sealssh01.html"
"3525","Malik Sealy","/players/s/sealyma01.html",2000,"https://basketball-reference.com/players/s/sealyma01.html"
"3526","Ed Searcy","/players/s/searced01.html",1976,"https://basketball-reference.com/players/s/searced01.html"
"3527","Kenny Sears","/players/s/searske01.html",1964,"https://basketball-reference.com/players/s/searske01.html"
"3528","Thabo Sefolosha","/players/s/sefolth01.html",2020,"https://basketball-reference.com/players/s/sefolth01.html"
"3529","Rony Seikaly","/players/s/seikaro01.html",1999,"https://basketball-reference.com/players/s/seikaro01.html"
"3530","Josh Selby","/players/s/selbyjo01.html",2013,"https://basketball-reference.com/players/s/selbyjo01.html"
"3531","Wayne Selden","/players/s/seldewa01.html",2019,"https://basketball-reference.com/players/s/seldewa01.html"
"3532","Brad Sellers","/players/s/sellebr01.html",1993,"https://basketball-reference.com/players/s/sellebr01.html"
"3533","Phil Sellers","/players/s/selleph01.html",1977,"https://basketball-reference.com/players/s/selleph01.html"
"3534","Lester Selvage","/players/s/selvale01.html",1970,"https://basketball-reference.com/players/s/selvale01.html"
"3535","Frank Selvy","/players/s/selvyfr01.html",1964,"https://basketball-reference.com/players/s/selvyfr01.html"
"3536","Mouhamed Sene","/players/s/senesa01.html",2009,"https://basketball-reference.com/players/s/senesa01.html"
"3537","George Senesky","/players/s/senesge01.html",1954,"https://basketball-reference.com/players/s/senesge01.html"
"3538","Kevin Seraphin","/players/s/serapke01.html",2017,"https://basketball-reference.com/players/s/serapke01.html"
"3539","Ansu Sesay","/players/s/sesayan01.html",2005,"https://basketball-reference.com/players/s/sesayan01.html"
"3540","Ramon Sessions","/players/s/sessira01.html",2018,"https://basketball-reference.com/players/s/sessira01.html"
"3541","Ha Seung-Jin","/players/s/seungha01.html",2006,"https://basketball-reference.com/players/s/seungha01.html"
"3542","Tom Sewell","/players/s/sewelto01.html",1985,"https://basketball-reference.com/players/s/sewelto01.html"
"3543","Collin Sexton","/players/s/sextoco01.html",2020,"https://basketball-reference.com/players/s/sextoco01.html"
"3544","Paul Seymour","/players/s/seymopa01.html",1960,"https://basketball-reference.com/players/s/seymopa01.html"
"3545","Lynn Shackelford","/players/s/shackly01.html",1970,"https://basketball-reference.com/players/s/shackly01.html"
"3546","Charles Shackleford","/players/s/shackch01.html",1999,"https://basketball-reference.com/players/s/shackch01.html"
"3547","Lee Shaffer","/players/s/shaffle01.html",1964,"https://basketball-reference.com/players/s/shaffle01.html"
"3548","Mustafa Shakur","/players/s/shakumu01.html",2014,"https://basketball-reference.com/players/s/shakumu01.html"
"3549","Landry Shamet","/players/s/shamela01.html",2020,"https://basketball-reference.com/players/s/shamela01.html"
"3550","God Shammgod","/players/s/shammgo01.html",1998,"https://basketball-reference.com/players/s/shammgo01.html"
"3551","Chuck Share","/players/s/sharech01.html",1960,"https://basketball-reference.com/players/s/sharech01.html"
"3552","Bill Sharman","/players/s/sharmbi01.html",1961,"https://basketball-reference.com/players/s/sharmbi01.html"
"3553","Walter Sharpe","/players/s/sharpwa01.html",2009,"https://basketball-reference.com/players/s/sharpwa01.html"
"3554","John Shasky","/players/s/shaskjo01.html",1991,"https://basketball-reference.com/players/s/shaskjo01.html"
"3555","Ron Shavlik","/players/s/shavlro01.html",1958,"https://basketball-reference.com/players/s/shavlro01.html"
"3556","Brian Shaw","/players/s/shawbr01.html",2003,"https://basketball-reference.com/players/s/shawbr01.html"
"3557","Casey Shaw","/players/s/shawca01.html",1999,"https://basketball-reference.com/players/s/shawca01.html"
"3558","Marial Shayok","/players/s/shayoma01.html",2020,"https://basketball-reference.com/players/s/shayoma01.html"
"3559","Craig Shelton","/players/s/sheltcr01.html",1982,"https://basketball-reference.com/players/s/sheltcr01.html"
"3560","Lonnie Shelton","/players/s/sheltlo01.html",1986,"https://basketball-reference.com/players/s/sheltlo01.html"
"3561","Tornike Shengelia","/players/s/shengto01.html",2014,"https://basketball-reference.com/players/s/shengto01.html"
"3562","Billy Shepherd","/players/s/shephbi01.html",1975,"https://basketball-reference.com/players/s/shephbi01.html"
"3563","Jeff Sheppard","/players/s/sheppje01.html",1999,"https://basketball-reference.com/players/s/sheppje01.html"
"3564","Steve Sheppard","/players/s/sheppst01.html",1979,"https://basketball-reference.com/players/s/sheppst01.html"
"3565","Ed Sherod","/players/s/sheroed01.html",1983,"https://basketball-reference.com/players/s/sheroed01.html"
"3566","Paul Shirley","/players/s/shirlpa01.html",2005,"https://basketball-reference.com/players/s/shirlpa01.html"
"3567","Gene Short","/players/s/shortge01.html",1976,"https://basketball-reference.com/players/s/shortge01.html"
"3568","Purvis Short","/players/s/shortpu01.html",1990,"https://basketball-reference.com/players/s/shortpu01.html"
"3569","Dexter Shouse","/players/s/shousde01.html",1990,"https://basketball-reference.com/players/s/shousde01.html"
"3570","Gene Shue","/players/s/shuege01.html",1964,"https://basketball-reference.com/players/s/shuege01.html"
"3571","John Shumate","/players/s/shumajo01.html",1981,"https://basketball-reference.com/players/s/shumajo01.html"
"3572","Iman Shumpert","/players/s/shumpim01.html",2020,"https://basketball-reference.com/players/s/shumpim01.html"
"3573","Alexey Shved","/players/s/shvedal01.html",2015,"https://basketball-reference.com/players/s/shvedal01.html"
"3574","Pascal Siakam","/players/s/siakapa01.html",2020,"https://basketball-reference.com/players/s/siakapa01.html"
"3575","Jordan Sibert","/players/s/siberjo01.html",2019,"https://basketball-reference.com/players/s/siberjo01.html"
"3576","Sam Sibert","/players/s/sibersa01.html",1973,"https://basketball-reference.com/players/s/sibersa01.html"
"3577","Mark Sibley","/players/s/siblema01.html",1974,"https://basketball-reference.com/players/s/siblema01.html"
"3578","Jerry Sichting","/players/s/sichtje01.html",1990,"https://basketball-reference.com/players/s/sichtje01.html"
"3579","Donald Sidle","/players/s/sidledo01.html",1972,"https://basketball-reference.com/players/s/sidledo01.html"
"3580","Larry Siegfried","/players/s/siegfla01.html",1972,"https://basketball-reference.com/players/s/siegfla01.html"
"3581","Jack Sikma","/players/s/sikmaja01.html",1991,"https://basketball-reference.com/players/s/sikmaja01.html"
"3582","James Silas","/players/s/silasja01.html",1982,"https://basketball-reference.com/players/s/silasja01.html"
"3583","Paul Silas","/players/s/silaspa01.html",1980,"https://basketball-reference.com/players/s/silaspa01.html"
"3584","Xavier Silas","/players/s/silasxa01.html",2018,"https://basketball-reference.com/players/s/silasxa01.html"
